nid;vid;type;language;title;uid;status;created;changed;comment;promote;sticky;tnid;translate;uuid;uri;title_en
3903;14345;dataset;el;Ημερήσιες Μετρήσεις Αιωρούμενων Σωματιδίων στην Ατμόσφαιρα  (Ιστορικά Στοιχεία);19;1;1525088810;1533791277;0;0;0;0;0;7fd87dc8-0a5e-4367-92f9-f54c371d442c;https://data.gov.cy/api/dataset/node/3903;Daily Particulate Particle Measurements in the Atmosphere (Historical Data)
3895;12401;dataset;el;Ετήσιες Εκθέσεις Επιτροπής Εκπαιδευτικής Υπηρεσίας;799;1;1524740287;1525079701;0;0;0;0;0;13cc3823-c9fc-48e3-92b6-4ce210b81777;https://data.gov.cy/api/dataset/node/3895;Annual Reports of the Educational Service Committee
3890;13772;dataset;el;Στατιστικά Πωλητήριων Εγγράφων Ακινήτων;19;1;1524643913;1531127701;0;0;0;0;0;efd87688-8c50-479a-a84d-f2a11834f62e;https://data.gov.cy/api/dataset/node/3890;Real Estate Document Sale Statistics
3885;13687;dataset;el;Στατιστικά Υποθηκών Ακινήτων;19;1;1524633763;1531123547;0;0;0;0;0;26c81c93-8de9-49c5-80ad-552e5744c69d;https://data.gov.cy/api/dataset/node/3885;Real Estate Mortgage Statistics
3880;13768;dataset;el;Στατιστικά Πωλήσεων - Μεταβιβάσεων Ακινήτων;19;1;1524572014;1531127701;0;0;0;0;0;60b3041d-66ff-4b70-ab95-30368edb48c9;https://data.gov.cy/api/dataset/node/3880;Sales Statistics - Real Estate Transfers
3875;13740;dataset;el;Πωλήσεις Ακινήτων σε Αλλοδαπούς (πολίτες Ε.Ε. και πολίτες τρίτων χωρών);19;1;1524567968;1531124101;0;0;0;0;0;a3705724-fac9-44ed-8ce4-b6a7fbd53ee3;https://data.gov.cy/api/dataset/node/3875;Sale of Real Estate to Aliens (EU Citizens and Third-Country Citizens)
3870;14387;dataset;el;Πυροσβεστικοί Σταθμοί;857;1;1524466152;1534242807;0;0;0;0;0;8445c92d-4500-41a8-a7d1-81fac032e0ff;https://data.gov.cy/api/dataset/node/3870;Fire Stations
3849;14357;dataset;el;Ωριαίες Μετρήσεις Ατμοσφαιρικών Ρύπων (Ιστορικά Στοιχεία);19;1;1523961658;1534155301;0;0;0;0;0;0f659439-1706-4545-898b-7683e849228b;https://data.gov.cy/api/dataset/node/3849;Hourly Measurements of Atmospheric Pollutants (Historical Data)
3844;14721;dataset;el;Αποτελέσματα Μετρήσεων Ηλεκτρομαγνητικών Πεδίων Σταθμών Ραδιοεπικοινωνίας;19;1;1523950197;1535536364;0;0;0;0;0;9e17d197-8d42-4037-9a72-ae2f9ca65de0;https://data.gov.cy/api/dataset/node/3844;Radiocommunications Station Electromagnetic Field Measurement Results
3842;12106;dataset;el;Κατάλογος Αδειοδοτημένων Σταθμών Ραδιοεπικοινωνίας;19;1;1523944810;1523945701;0;0;0;0;0;69ffd004-4a72-405f-99b4-4451ab54479b;https://data.gov.cy/api/dataset/node/3842;List of Licensed Radiocommunications Stations
3818;13113;dataset;el;Τουρκοκύπριοι Συνταξιούχοι των Υπηρεσιών Κοινωνικών Ασφαλίσεων;19;1;1521620951;1529582215;0;0;0;0;0;847d5306-00d9-4451-be49-f9fe0f412645;https://data.gov.cy/api/dataset/node/3818;Turkish Cypriot Pensioners of Social Insurance Services
3815;13124;dataset;el;Αιτήσεις που Παραλήφθηκαν, Εγκρίθηκαν ή Απορρίφθηκαν από το Ταμείο Αφερεγγυότητας ;19;1;1521617156;1529582619;0;0;0;0;0;c360b080-4fdd-4d1c-9fcb-36e562265912;https://data.gov.cy/api/dataset/node/3815;Applications Received, Approved or Rejected by the Insolvency Fund
3812;12823;dataset;el;Τελικοί Λογαριασμοί Ταμείου Αφερεγγυότητας;19;1;1521615916;1528263095;0;0;0;0;0;ddd3e6b5-ef93-4158-a170-0794af2e14fd;https://data.gov.cy/api/dataset/node/3812;Final Insolvency Fund Accounts
3809;12822;dataset;el;Τελικοί Λογαριασμοί Κεντρικού Ταμείου Αδειών;19;1;1521615532;1528263078;0;0;0;0;0;719e1a32-55f9-433a-b2d7-5635ccae1667;https://data.gov.cy/api/dataset/node/3809;Final Accounts of the Central Licensing Fund
3806;13129;dataset;el;Τελικοί Λογαριασμοί Ταμείου Πλεονάζοντος Προσωπικού;19;1;1521550598;1529582846;0;0;0;0;0;9d834b63-5729-45dc-80db-4c0e267d5078;https://data.gov.cy/api/dataset/node/3806;Final Accounts of the Redundant Personnel Fund
3803;13116;dataset;el; Συνολική Δαπάνη και Αιτήσεις που αφορούν πληρωμή λόγω Πλεονασμού ανά Έτος;19;1;1521549780;1529582373;0;0;0;0;0;aa76dba5-7861-4dea-964b-0a4bc9fd7f66;https://data.gov.cy/api/dataset/node/3803;Total Expense and Claims per Year Payment
3800;13125;dataset;el;Αιτήσεις που υποβλήθηκαν, εξετάστηκαν ή εκκρεμούσαν στο Ταμείο Πλεονάζοντος Προσωπικού κατά μήνα;19;1;1521549051;1529582644;0;0;0;0;0;32783d3b-31be-4658-931c-3ccce3e70da4;https://data.gov.cy/api/dataset/node/3800;Applications submitted, examined or pending in the Rescheduling Fund by month
3797;13114;dataset;el;Αιτήσεις και Μέσο Ποσό Πληρωμής Πλεονασμού κατά Οικονομική Δραστηριότητα;19;1;1521546527;1529582259;0;0;0;0;0;074dc648-57dd-4363-a73d-7cab76e648ea;https://data.gov.cy/api/dataset/node/3797;Applications and Average Payout Amount per Economic Activity
3794;12833;dataset;el;Ανώτατο Πληρωτέο Ποσό Πλεονασμού από το Ταμείο Πλεονάζοντος Προσωπικού;19;1;1521544867;1528263263;0;0;0;0;0;cfb3cb61-a114-49c7-9683-585cd625723f;https://data.gov.cy/api/dataset/node/3794;Highest Payable Amount Amount from the Redundant Personnel Fund
3791;12826;dataset;el;Επαγγελματικές Κατηγορίες και Ποσά Ασφαλιστέων Αποδοχών Αυτοτελώς Εργαζομένων;19;1;1521540299;1528263153;0;0;0;0;0;d31f98ce-3ada-46e8-83a9-165a5a42079a;https://data.gov.cy/api/dataset/node/3791;Business Categories and Benefits of Self-Employed Insured Payments
3788;12832;dataset;el;Δαπάνες Παροχών του Ταμείου Koινωνικών Ασφαλίσεων κατά είδος παροχής;19;1;1521537035;1528263249;0;0;0;0;0;4ffa73ed-0bff-48cf-9960-5416784f18bd;https://data.gov.cy/api/dataset/node/3788;Costs of Benefits of the Social Insurance Fund by type of benefit
3785;12827;dataset;el;Δικαιούχοι επιδόματος ανεργίας και δαπάνη ανεργιακού επιδόματος κατά μήνα;19;1;1521465716;1528263169;0;0;0;0;0;c13c8471-e38e-426f-8f04-2daf47d90499;https://data.gov.cy/api/dataset/node/3785;Beneficiaries of unemployment benefit and unemployment benefit per month
3782;12834;dataset;el;Αριθμός αιτητών για επίδομα ανεργίας ανά μήνα και έτος;19;1;1521465523;1528263278;0;0;0;0;0;bc0e96db-00a1-4a29-8ca7-62a1e141bc6b;https://data.gov.cy/api/dataset/node/3782;Number of applicants for unemployment benefit per month and year
3779;12831;dataset;el;Αριθμός ατόμων που αποτάθηκαν για επίδομα ανεργίας κατά οικονομική δραστηριότητα και μήνα;19;1;1521465208;1528263235;0;0;0;0;0;a0ad1ff1-69b0-424b-883d-008b14ce296f;https://data.gov.cy/api/dataset/node/3779;Number of people surveyed for unemployment benefit by economic activity and month
3775;12710;dataset;el;Επισκεψιμότητα Αναγνωστηρίου Κρατικού Αρχείου;8;1;1521464985;1526544901;0;0;0;0;0;1f448396-9e44-4e97-8234-a37ba659700a;https://data.gov.cy/api/dataset/node/3775;Traffic of Reading State Archive
3774;13251;dataset;el;Αιτητές Επιδόματος Ανεργίας Κατά Μήνα και Κοινότητα;19;1;1521464925;1530013396;0;0;0;0;0;24863119-c5ca-46f8-a210-b2590722fa87;https://data.gov.cy/api/dataset/node/3774;Applicants for Monthly and Community Unemployment Benefit
3771;12828;dataset;el;Αιτητές επιδόματος ανεργίας ανά μήνα, επαρχία και φύλο;19;1;1521464648;1528263187;0;0;0;0;0;8bf55212-4640-4d77-8c50-d70d269d13c8;https://data.gov.cy/api/dataset/node/3771;Applicants for unemployment benefit per month, province and gender
3768;11902;dataset;el;Αποτελέσματα διερεύνησης καταγγελιών από την Αρχή Ισότητας;8;1;1521463018;1521463159;0;0;0;0;0;ffb92f6d-5c9f-4b42-a924-cb93bcaecd91;https://data.gov.cy/api/dataset/node/3768;Results of investigating complaints from the Equality Authority
3765;11897;dataset;el;Αποτελέσματα διερεύνησης καταγγελιών από την Αρχή κατά των Διακρίσεων;8;1;1521462606;1521462760;0;0;0;0;0;8f75b779-ffa7-4342-9ce7-4b39f462e1ab;https://data.gov.cy/api/dataset/node/3765;Results of investigation of complaints by the Anti-Discrimination Authority
3762;11936;dataset;el;Αποτελέσματα Διερεύνησης Παραπόνων από το Γραφείο Επιτρόπου Διοικήσεως;8;1;1521461478;1521465301;0;0;0;0;0;0d643522-87f6-4e83-a94a-885629fe5376;https://data.gov.cy/api/dataset/node/3762;Survey Results of Complaints by the Office of the Commissioner for Administration
3759;11876;dataset;el;Συνολική Αποτίμηση Γραφείου Επιτρόπου Διοικήσεως και Ανθρωπίνων Δικαιωμάτων ;8;1;1521460904;1521461194;0;0;0;0;0;08de767c-81bb-4014-827e-484ac53e426f;https://data.gov.cy/api/dataset/node/3759;Office of the Commissioner for Human Rights and Human Rights
3756;13254;dataset;el;Αριθμός Συνταξιούχων του Ταμείου Κοινωνικών Ασφαλίσεων κατά Κατηγορία Σύνταξης και Φύλο;19;1;1521459365;1530013761;0;0;0;0;0;86dd312d-0393-4a74-b059-e541915f0b28;https://data.gov.cy/api/dataset/node/3756;Number of pensioners in the Social Insurance Fund by Category of Pensions and Gender
3753;12830;dataset;el;Αριθμός συνταξιούχων και μέση μηνιαία σύνταξη κατά κατηγορία σύνταξης;19;1;1521458409;1528263220;0;0;0;0;0;a13a4ba5-70ec-4b3f-aefa-fa2b71e10453;https://data.gov.cy/api/dataset/node/3753;Retirement and average monthly pension per pension category
3750;13122;dataset;el;Αυξήσεις βασικών και συμπληρωματικών συντάξεων του Ταμείου Κοινωνικών Ασφαλίσεων από το 1957;19;1;1521457292;1529582555;0;0;0;0;0;4d721912-f8b7-4818-ab3f-bd272233f8f8;https://data.gov.cy/api/dataset/node/3750;Increases in basic and supplementary pensions of the Social Insurance Fund since 1957
3747;13257;dataset;el;Ενεργοί εισφορείς στο Ταμείο Κοινωνικών Ασφαλίσεων κατά ηλικία, φύλο και έτος;19;1;1521455277;1530014234;0;0;0;0;0;051d5511-d1cc-441d-8dd8-9e323def27f3;https://data.gov.cy/api/dataset/node/3747;Active contributors to the Social Insurance Fund by age, gender and year
3743;13260;dataset;el;Ενεργοί Εισφορείς και Συνταξιούχοι του Ταμείου Κοινωνικών Ασφαλίσεων;19;1;1521454520;1530014735;0;0;0;0;0;bf804bfb-31a4-466e-b9f2-65de4967a034;https://data.gov.cy/api/dataset/node/3743;Active Contributors and Pensioners of the Social Insurance Fund
3742;11866;dataset;el;Επίπεδο στοματικής υγείας πολιτών της Κύπρου;8;1;1521454468;1521458101;0;0;0;0;0;ce36f4c4-bcc3-46ad-b02b-f0522157dd44;https://data.gov.cy/api/dataset/node/3742;Oral health level of citizens of Cyprus
3739;13117;dataset;el;Ενεργοί Εισφορείς και Εισφορές στο Ταμείο Κοινωνικών Ασφαλίσεων ανά Οικονομική Δραστηριότητα;19;1;1521453547;1529582423;0;0;0;0;0;9c6277dc-ca77-4511-99a5-ec9b5bcced1e;https://data.gov.cy/api/dataset/node/3739;Active Contributors and Contributions to the Social Insurance Fund by Economic Activity
3736;13115;dataset;el;Ενεργοί εισφορείς κατά κοινότητα και επαρχία στην Τουριστική και Κατασκευαστική Βιομηχανία;19;1;1521449742;1529582309;0;0;0;0;0;b246bbfc-6229-4b19-9852-501bee001726;https://data.gov.cy/api/dataset/node/3736;Active community and province contributors in the Tourism and Construction Industry
3733;13112;dataset;el;Εισφορείς και Ασφαλιστέες Αποδοχές Κατασκευαστικού Τομέα κατά κοινότητα;19;1;1521448798;1529581199;0;0;0;0;0;36de6fcc-2285-4eaf-9fd6-e4b92ecb0194;https://data.gov.cy/api/dataset/node/3733;Contributors and Insurances of Construction Sector Compensation by community
3726;13119;dataset;el;Απασχολούμενοι κατά Κοινότητα και Οικονομική Δραστηριότητα;19;1;1521447908;1529582478;0;0;0;0;0;ad1e82ca-f4fa-4fe5-b26f-d92155e4a489;https://data.gov.cy/api/dataset/node/3726;Employed in Community and Economic Activity
3716;13123;dataset;el;Κοινοτικοί και Αλλοδαποί Απασχολούμενοι ;19;1;1521204771;1529582585;0;0;0;0;0;2ff28119-cceb-4749-ac36-3885c05933ee;https://data.gov.cy/api/dataset/node/3716;Community and Foreign Employees
3710;13118;dataset;el;Προσωρινές αναστολές και τερματισμοί στη Ξενοδοχειακή και Σχετική βιομηχανία κατά κοινότητα;19;1;1521196805;1529582456;0;0;0;0;0;4a6c83f8-3a7c-4075-a67e-b8bb84aedfd1;https://data.gov.cy/api/dataset/node/3710;Temporary suspensions and terminations in the Hotel and Related Industry by community
3707;14405;dataset;el;Κατάλογος Κέντρων Πολιτών (ΚΕ.ΠΟ.);19;1;1521120799;1534245794;0;0;0;0;0;ab2152d3-2255-4971-9bc9-6aa8f5fdff7e;https://data.gov.cy/api/dataset/node/3707;List of Citizens Centers (CIS)
3704;11758;dataset;el;Cyprus Post Shipping Extension (API);19;1;1521102746;1521105301;0;0;0;0;0;d05b4202-6123-4e65-9caf-16b841381e08;https://data.gov.cy/api/dataset/node/3704;Cyprus Post Shipping Extension (API)
3701;11753;dataset;el;Κατάλογος Κρατικών Κέντρων Υγείας Κύπρου;19;1;1520947643;1521033238;0;0;0;0;0;625e6444-116f-498d-acd3-e37e0d85ed24;https://data.gov.cy/api/dataset/node/3701;List of State Health Centers in Cyprus
3696;14392;dataset;el;Κατάλογος Κρατικών Νοσοκομείων Κύπρου;19;1;1520945227;1534243086;0;0;0;0;0;2e27aa7a-75de-485d-8b07-d2dfc734f8ab;https://data.gov.cy/api/dataset/node/3696;List of State Hospitals of Cyprus
3677;11695;dataset;el;"Κατάλογος Αδειοδοτημένων Διαχειριστών της Κατηγορίας ""Χαρτι - Χαρτόνι - Χάρτινες Συσκευασίες""";19;1;1520862342;1520925301;0;0;0;0;0;f3aa4cc9-7836-4358-bbbb-f7d1011cc391;https://data.gov.cy/api/dataset/node/3677;"List of Licensed Managers of the category &quot;Paper - Cardboard - Paper Packages&quot;"
3673;11674;dataset;el;"Κατάλογος Αδειοδοτημένων Διαχειριστών Αποβλήτων της Κατηγορίας ""Φορητές Μπαταρίες""";19;1;1520862060;1520864101;0;0;0;0;0;2095205f-37d5-4e78-bdab-e27730838adc;https://data.gov.cy/api/dataset/node/3673;List of Licensed Waste Managers of the Portable Batteries category
3672;11700;dataset;el;"Κατάλογος Αδειοδοτημένων Διαχειριστών της Κατηγορίας ""Πλαστικά - Πλαστικές Συσκευασίες""";19;1;1520861765;1520925301;0;0;0;0;0;426a01b6-b7d9-4e55-b993-c3a6bf80c1fb;https://data.gov.cy/api/dataset/node/3672;"List of Licensed Managers of the category &quot;Plastics - Plastic Packages&quot;"
3668;11657;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Οχημάτων στο Τέλος του Κύκλου Ζωής - ΟΤΚΖ;19;1;1520851062;1520853301;0;0;0;0;0;d88ccdf0-d040-480a-b9a4-d46bbf57331a;https://data.gov.cy/api/dataset/node/3668;List of End-of-Life Vehicle Licensed Vehicle LLCs
3664;11623;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Μπαταριών Οχημάτων;19;1;1520850857;1520850988;0;0;0;0;0;1c20335b-623b-4f97-9b02-e6485a05d295;https://data.gov.cy/api/dataset/node/3664;List of Licensed Vehicle Battery Managers
3663;11705;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Μη Eπικίνδυνου Ξύλου - Ξύλινων Συσκευασιών;19;1;1520850709;1520925301;0;0;0;0;0;9ef17188-c1e4-43e0-9ad8-24d3d7753f91;https://data.gov.cy/api/dataset/node/3663;List of Licensed Managers of Non-Dangerous Wood - Wooden Packaging
3659;11616;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Μη Επικίνδυνης Λάσπης;19;1;1520850458;1520850603;0;0;0;0;0;27a62692-4531-49fc-9d28-f7ea3d2bcf35;https://data.gov.cy/api/dataset/node/3659;List of Licensed Non-Dangerous Mud Managers
3655;11611;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Μη Επικίνδυνων Βιομηχανικών Αποβλήτων;19;1;1520850233;1520850382;0;0;0;0;0;bb4fc056-5347-412e-ae2a-dd3d5427b66e;https://data.gov.cy/api/dataset/node/3655;List of Licensed Managers of Non-Dangerous Industrial Wastes
3651;11652;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Μεταχειρισμένων Ορυκτέλαιων;19;1;1520849946;1520853301;0;0;0;0;0;ead08319-ff12-4c0c-95cd-bd3295bd7cd0;https://data.gov.cy/api/dataset/node/3651;Licensed List of Used Mineral Oil Managers
3647;11558;dataset;el;"Κατάλογος Αδειοδοτημένων Διαχειριστών Αποβλήτων της Κατηγορίας ""Μέταλλα""";19;1;1520849067;1520849674;0;0;0;0;0;702c7148-acfd-4359-9f0d-278680b7dcd4;https://data.gov.cy/api/dataset/node/3647;"List of Licensed Waste Managers of the &quot;Metals&quot;"
3643;11599;dataset;el;"Κατάλογος Αδειοδοτημένων Διαχειριστών Αποβλήτων της Κατηγορίας ""Μελάνια και Toners""";19;1;1520848713;1520849701;0;0;0;0;0;1e4abf7e-a5a9-43cc-ac4f-3615c3a82fdf;https://data.gov.cy/api/dataset/node/3643;"List of Licensed Waste Managers of the &quot;Inks and Toners&quot; category"
3642;11717;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Αποβλήτων Μεικτών Συνθετικών Συσκευασιών;19;1;1520848249;1520925301;0;0;0;0;0;11ceb539-da96-4106-9fe1-1ba40b90e0e6;https://data.gov.cy/api/dataset/node/3642;List of Licensed Waste Managers of Mixed Synthetic Packaging
3638;11546;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Λυμάτων;19;1;1520847971;1520848165;0;0;0;0;0;44f19afe-7cc4-4da2-ac1d-0d95526c61ca;https://data.gov.cy/api/dataset/node/3638;List of Licensed Wastewater Managers
3634;11540;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Κλινικών Αποβλήτων;19;1;1520847735;1520847895;0;0;0;0;0;056299d3-f137-47ed-88a1-74c0214f5a56;https://data.gov.cy/api/dataset/node/3634;List of Licensed Clinical Waste Management
3630;11535;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Κλαδεμάτων;19;1;1520847542;1520847671;0;0;0;0;0;94a80f83-027c-47f9-a01c-a241b149f18f;https://data.gov.cy/api/dataset/node/3630;List of Licensed Custodian Administrators
3626;11604;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Ζωικών Αποβλήτων;19;1;1520847111;1520849701;0;0;0;0;0;d34a607f-9620-4d45-8a43-2e647dd2cf6e;https://data.gov.cy/api/dataset/node/3626;List of Licensed Animal Waste Managers
3622;11524;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Αποβλήτων Εργαστηριακών Χημικών;19;1;1520846771;1520847029;0;0;0;0;0;7868de60-96ce-47d4-846b-75c9d3f9147c;https://data.gov.cy/api/dataset/node/3622;List of Licensed Laboratories Chemical Waste Managers
3618;11519;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Επικίνδυνου Ξύλου;19;1;1520846520;1520846670;0;0;0;0;0;db9a0e71-24e8-4c96-8605-e3905a169960;https://data.gov.cy/api/dataset/node/3618;List of Licensed Dangerous Wood Administrators
3614;11602;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Επικίνδυνης Λάσπης;19;1;1520845938;1520849702;0;0;0;0;0;61255a45-a262-48f4-b386-c04cea587bab;https://data.gov.cy/api/dataset/node/3614;List of Licensed Dangerous Mud Management
3610;11517;dataset;el;Κατάλογος Αδειοδοτημένων Διαχειριστών Επικίνδυνων Βιομηχανικών Αποβλήτων;19;1;1520845694;1520846329;0;0;0;0;0;8acf76de-ef15-422c-b2b3-8e14d08a0bdc;https://data.gov.cy/api/dataset/node/3610;List of Licensed Managers of Dangerous Industrial Wastes
3606;11475;dataset;el;"Κατάλογος Αδειοδοτημένων Διαχειριστών Αποβλήτων της Κατηγορίας ""Ελαστικά""";19;1;1520844874;1520845262;0;0;0;0;0;a7a388fa-6309-4b7c-b34e-c8d48a6d168c;https://data.gov.cy/api/dataset/node/3606;"List of Licensed Tankers of the &quot;Tires&quot; category"
